exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,id,t,tdum1,tdum2,tdum3,tdum4,tdum5,tdum6,tdum7,exp2
40.0,47.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.9613,142.0,6.0,0,0,0,0,0,1,0,1600.0
41.0,47.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.10906,142.0,7.0,0,0,0,0,0,0,1,1681.0
34.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.37161,143.0,1.0,1,0,0,0,0,0,0,1156.0
35.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.47697,143.0,2.0,0,1,0,0,0,0,0,1225.0
36.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.58617,143.0,3.0,0,0,1,0,0,0,0,1296.0
37.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.68461,143.0,4.0,0,0,0,1,0,0,0,1369.0
38.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.81344,143.0,5.0,0,0,0,0,1,0,0,1444.0
39.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.8773,143.0,6.0,0,0,0,0,0,1,0,1521.0
40.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.96602,143.0,7.0,0,0,0,0,0,0,1,1600.0
7.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.23048,144.0,1.0,1,0,0,0,0,0,0,49.0
8.0,50.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.30992,144.0,2.0,0,1,0,0,0,0,0,64.0
9.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.39693,144.0,3.0,0,0,1,0,0,0,0,81.0
10.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,6.62007,144.0,4.0,0,0,0,1,0,0,0,100.0
11.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,6.77422,144.0,5.0,0,0,0,0,1,0,0,121.0
12.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,6.74993,144.0,6.0,0,0,0,0,0,1,0,144.0
13.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,7.17012,144.0,7.0,0,0,0,0,0,0,1,169.0
19.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.77422,145.0,1.0,1,0,0,0,0,0,0,361.0
20.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.90575,145.0,2.0,0,1,0,0,0,0,0,400.0
21.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.31322,145.0,3.0,0,0,1,0,0,0,0,441.0
22.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.49554,145.0,4.0,0,0,0,1,0,0,0,484.0
23.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.91374,145.0,5.0,0,0,0,0,1,0,0,529.0
24.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.10988,145.0,6.0,0,0,0,0,0,1,0,576.0
25.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.39817,145.0,7.0,0,0,0,0,0,0,1,625.0
36.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,6.90575,146.0,1.0,1,0,0,0,0,0,0,1296.0
37.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,6.90575,146.0,2.0,0,1,0,0,0,0,0,1369.0
38.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.1309,146.0,3.0,0,0,1,0,0,0,0,1444.0
39.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.17012,146.0,4.0,0,0,0,1,0,0,0,1521.0
40.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.24423,146.0,5.0,0,0,0,0,1,0,0,1600.0
41.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.31322,146.0,6.0,0,0,0,0,0,1,0,1681.0
42.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.40853,146.0,7.0,0,0,0,0,0,0,1,1764.0
12.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.47697,147.0,1.0,1,0,0,0,0,0,0,144.0
13.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.61338,147.0,2.0,0,1,0,0,0,0,0,169.0
14.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.72143,147.0,3.0,0,0,1,0,0,0,0,196.0
15.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.00307,147.0,4.0,0,0,0,1,0,0,0,225.0
16.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.00307,147.0,5.0,0,0,0,0,1,0,0,256.0
17.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.19818,147.0,6.0,0,0,0,0,0,1,0,289.0
18.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.21008,147.0,7.0,0,0,0,0,0,0,1,324.0
4.0,45.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,5.75257,148.0,1.0,1,0,0,0,0,0,0,16.0
5.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,5.75257,148.0,2.0,0,1,0,0,0,0,0,25.0
6.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.23441,148.0,3.0,0,0,1,0,0,0,0,36.0
7.0,47.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.47697,148.0,4.0,0,0,0,1,0,0,0,49.0
8.0,51.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.62007,148.0,5.0,0,0,0,0,1,0,0,64.0
9.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.95655,148.0,6.0,0,0,0,0,0,1,0,81.0
10.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.86693,148.0,7.0,0,0,0,0,0,0,1,100.0
6.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.53669,149.0,1.0,1,0,0,0,0,0,0,36.0
7.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.84162,149.0,2.0,0,1,0,0,0,0,0,49.0
8.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.68461,149.0,3.0,0,0,1,0,0,0,0,64.0
9.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,6.84055,149.0,4.0,0,0,0,1,0,0,0,81.0
10.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,6.90776,149.0,5.0,0,0,0,0,1,0,0,100.0
11.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,6.85646,149.0,6.0,0,0,0,0,0,1,0,121.0
12.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,6.90776,149.0,7.0,0,0,0,0,0,0,1,144.0
16.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.27099,150.0,1.0,1,0,0,0,0,0,0,256.0
17.0,37.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.53959,150.0,2.0,0,1,0,0,0,0,0,289.0
18.0,32.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.56667,150.0,3.0,0,0,1,0,0,0,0,324.0
19.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.59578,150.0,4.0,0,0,0,1,0,0,0,361.0
20.0,40.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.83841,150.0,5.0,0,0,0,0,1,0,0,400.0
21.0,42.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.94022,150.0,6.0,0,0,0,0,0,1,0,441.0
22.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.80351,150.0,7.0,0,0,0,0,0,0,1,484.0
20.0,50.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,6.30992,151.0,1.0,1,0,0,0,0,0,0,400.0
21.0,50.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,6.43294,151.0,2.0,0,1,0,0,0,0,0,441.0
22.0,46.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,6.48158,151.0,3.0,0,0,1,0,0,0,0,484.0
23.0,49.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,6.60665,151.0,4.0,0,0,0,1,0,0,0,529.0
24.0,50.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,6.63332,151.0,5.0,0,0,0,0,1,0,0,576.0
25.0,48.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,6.74524,151.0,6.0,0,0,0,0,0,1,0,625.0
26.0,46.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,6.82763,151.0,7.0,0,0,0,0,0,0,1,676.0
4.0,50.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,5.4161,152.0,1.0,1,0,0,0,0,0,0,16.0
5.0,44.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,5.45959,152.0,2.0,0,1,0,0,0,0,0,25.0
6.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,5.45959,152.0,3.0,0,0,1,0,0,0,0,36.0
7.0,43.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,5.57973,152.0,4.0,0,0,0,1,0,0,0,49.0
8.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,5.70378,152.0,5.0,0,0,0,0,1,0,0,64.0
9.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,5.70378,152.0,6.0,0,0,0,0,0,1,0,81.0
10.0,35.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,5.70378,152.0,7.0,0,0,0,0,0,0,1,100.0
13.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.22456,153.0,1.0,1,0,0,0,0,0,0,169.0
14.0,37.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.30992,153.0,2.0,0,1,0,0,0,0,0,196.0
15.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.30992,153.0,3.0,0,0,1,0,0,0,0,225.0
16.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.38519,153.0,4.0,0,0,0,1,0,0,0,256.0
17.0,22.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.43455,153.0,5.0,0,0,0,0,1,0,0,289.0
18.0,50.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.55108,153.0,6.0,0,0,0,0,0,1,0,324.0
19.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,6.68461,153.0,7.0,0,0,0,0,0,0,1,361.0
12.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,6.74524,154.0,1.0,1,0,0,0,0,0,0,144.0
13.0,44.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,6.72743,154.0,2.0,0,1,0,0,0,0,0,169.0
14.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,6.88244,154.0,3.0,0,0,1,0,0,0,0,196.0
15.0,45.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.92756,154.0,4.0,0,0,0,1,0,0,0,225.0
16.0,44.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,6.89972,154.0,5.0,0,0,0,0,1,0,0,256.0
17.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,7.02731,154.0,6.0,0,0,0,0,0,1,0,289.0
18.0,49.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,7.1309,154.0,7.0,0,0,0,0,0,0,1,324.0
3.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.52209,155.0,1.0,1,0,0,0,0,0,0,9.0
4.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.68461,155.0,2.0,0,1,0,0,0,0,0,16.0
5.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.80239,155.0,3.0,0,0,1,0,0,0,0,25.0
6.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.00307,155.0,4.0,0,0,0,1,0,0,0,36.0
7.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.00307,155.0,5.0,0,0,0,0,1,0,0,49.0
8.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.27932,155.0,6.0,0,0,0,0,0,1,0,64.0
9.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.37776,155.0,7.0,0,0,0,0,0,0,1,81.0
33.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,6.65286,156.0,1.0,1,0,0,0,0,0,0,1089.0
34.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,6.77422,156.0,2.0,0,1,0,0,0,0,0,1156.0
35.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,6.80239,156.0,3.0,0,0,1,0,0,0,0,1225.0
36.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,6.85646,156.0,4.0,0,0,0,1,0,0,0,1296.0
37.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,7.00307,156.0,5.0,0,0,0,0,1,0,0,1369.0
38.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,7.09008,156.0,6.0,0,0,0,0,0,1,0,1444.0
39.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,7.06902,156.0,7.0,0,0,0,0,0,0,1,1521.0
8.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.54535,157.0,1.0,1,0,0,0,0,0,0,64.0
9.0,51.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.45362,157.0,2.0,0,1,0,0,0,0,0,81.0
10.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.57786,157.0,3.0,0,0,1,0,0,0,0,100.0
11.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.67456,157.0,4.0,0,0,0,1,0,0,0,121.0
12.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.77308,157.0,5.0,0,0,0,0,1,0,0,144.0
13.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.86901,157.0,6.0,0,0,0,0,0,1,0,169.0
14.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.90776,157.0,7.0,0,0,0,0,0,0,1,196.0
29.0,46.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.63857,158.0,1.0,1,0,0,0,0,0,0,841.0
30.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.68461,158.0,2.0,0,1,0,0,0,0,0,900.0
31.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.7334,158.0,3.0,0,0,1,0,0,0,0,961.0
32.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.88244,158.0,4.0,0,0,0,1,0,0,0,1024.0
33.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.9256,158.0,5.0,0,0,0,0,1,0,0,1089.0
34.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,7.04141,158.0,6.0,0,0,0,0,0,1,0,1156.0
35.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,7.08841,158.0,7.0,0,0,0,0,0,0,1,1225.0
30.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.55108,159.0,1.0,1,0,0,0,0,0,0,900.0
31.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.58617,159.0,2.0,0,1,0,0,0,0,0,961.0
32.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.65286,159.0,3.0,0,0,1,0,0,0,0,1024.0
33.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.43775,159.0,4.0,0,0,0,1,0,0,0,1089.0
34.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.62007,159.0,5.0,0,0,0,0,1,0,0,1156.0
35.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.80239,159.0,6.0,0,0,0,0,0,1,0,1225.0
36.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.68461,159.0,7.0,0,0,0,0,0,0,1,1296.0
25.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,6.62007,160.0,1.0,1,0,0,0,0,0,0,625.0
26.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,6.80239,160.0,2.0,0,1,0,0,0,0,0,676.0
27.0,39.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,6.85646,160.0,3.0,0,0,1,0,0,0,0,729.0
28.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,6.90776,160.0,4.0,0,0,0,1,0,0,0,784.0
29.0,39.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,6.95655,160.0,5.0,0,0,0,0,1,0,0,841.0
30.0,39.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,7.09008,160.0,6.0,0,0,0,0,0,1,0,900.0
31.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,7.1507,160.0,7.0,0,0,0,0,0,0,1,961.0
9.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.10925,161.0,1.0,1,0,0,0,0,0,0,81.0
10.0,52.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.21461,161.0,2.0,0,1,0,0,0,0,0,100.0
11.0,52.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.21461,161.0,3.0,0,0,1,0,0,0,0,121.0
12.0,52.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.5582,161.0,4.0,0,0,0,1,0,0,0,144.0
13.0,52.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.66568,161.0,5.0,0,0,0,0,1,0,0,169.0
14.0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.86171,161.0,6.0,0,0,0,0,0,1,0,196.0
15.0,52.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.97073,161.0,7.0,0,0,0,0,0,0,1,225.0
8.0,50.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,5.743,162.0,1.0,1,0,0,0,0,0,0,64.0
9.0,38.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.05209,162.0,2.0,0,1,0,0,0,0,0,81.0
10.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.07993,162.0,3.0,0,0,1,0,0,0,0,100.0
11.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.30992,162.0,4.0,0,0,0,1,0,0,0,121.0
12.0,51.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.39693,162.0,5.0,0,0,0,0,1,0,0,144.0
13.0,51.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.47697,162.0,6.0,0,0,0,0,0,1,0,169.0
14.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,6.51471,162.0,7.0,0,0,0,0,0,0,1,196.0
10.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,6.04025,163.0,1.0,1,0,0,0,0,0,0,100.0
11.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,6.18415,163.0,2.0,0,1,0,0,0,0,0,121.0
12.0,51.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,6.21461,163.0,3.0,0,0,1,0,0,0,0,144.0
13.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,6.30992,163.0,4.0,0,0,0,1,0,0,0,169.0
14.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,6.4552,163.0,5.0,0,0,0,0,1,0,0,196.0
15.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,6.52209,163.0,6.0,0,0,0,0,0,1,0,225.0
16.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,6.64249,163.0,7.0,0,0,0,0,0,0,1,256.0
10.0,49.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,6.07304,164.0,1.0,1,0,0,0,0,0,0,100.0
11.0,46.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,6.19441,164.0,2.0,0,1,0,0,0,0,0,121.0
12.0,50.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,6.31897,164.0,3.0,0,0,1,0,0,0,0,144.0
13.0,50.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,6.39526,164.0,4.0,0,0,0,1,0,0,0,169.0
14.0,46.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,6.47697,164.0,5.0,0,0,0,0,1,0,0,196.0
15.0,45.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,6.59715,164.0,6.0,0,0,0,0,0,1,0,225.0
16.0,41.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,6.69208,164.0,7.0,0,0,0,0,0,0,1,256.0
37.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.17794,165.0,1.0,1,0,0,0,0,0,0,1369.0
38.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.31716,165.0,2.0,0,1,0,0,0,0,0,1444.0
39.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.41182,165.0,3.0,0,0,1,0,0,0,0,1521.0
40.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.39693,165.0,4.0,0,0,0,1,0,0,0,1600.0
41.0,40.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.51471,165.0,5.0,0,0,0,0,1,0,0,1681.0
42.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.61338,165.0,6.0,0,0,0,0,0,1,0,1764.0
43.0,45.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.67834,165.0,7.0,0,0,0,0,0,0,1,1849.0
10.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,6.71538,166.0,1.0,1,0,0,0,0,0,0,100.0
11.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,6.78559,166.0,2.0,0,1,0,0,0,0,0,121.0
12.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,6.88449,166.0,3.0,0,0,1,0,0,0,0,144.0
13.0,47.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,7.00307,166.0,4.0,0,0,0,1,0,0,0,169.0
14.0,43.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,7.09008,166.0,5.0,0,0,0,0,1,0,0,196.0
15.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,7.17012,166.0,6.0,0,0,0,0,0,1,0,225.0
16.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,7.29302,166.0,7.0,0,0,0,0,0,0,1,256.0
10.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,5.01064,167.0,1.0,1,0,0,0,0,0,0,100.0
11.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,5.01064,167.0,2.0,0,1,0,0,0,0,0,121.0
12.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,5.52146,167.0,3.0,0,0,1,0,0,0,0,144.0
13.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,5.66988,167.0,4.0,0,0,0,1,0,0,0,169.0
14.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,5.73657,167.0,5.0,0,0,0,0,1,0,0,196.0
15.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,5.81413,167.0,6.0,0,0,0,0,0,1,0,225.0
16.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,5.81413,167.0,7.0,0,0,0,0,0,0,1,256.0
3.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.23245,168.0,1.0,1,0,0,0,0,0,0,9.0
4.0,42.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.57925,168.0,2.0,0,1,0,0,0,0,0,16.0
5.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,6.65286,168.0,3.0,0,0,1,0,0,0,0,25.0
6.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,6.74524,168.0,4.0,0,0,0,1,0,0,0,36.0
7.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.49554,168.0,5.0,0,0,0,0,1,0,0,49.0
8.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,8.16052,168.0,6.0,0,0,0,0,0,1,0,64.0
9.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,8.3082,168.0,7.0,0,0,0,0,0,0,1,81.0
25.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,6.90575,169.0,1.0,1,0,0,0,0,0,0,625.0
